2017-01-01,3335378
2017-01-02,3336468
2017-01-03,3338865
2017-01-04,3342034
2017-01-05,3346192
2017-01-06,3348290
2017-01-07,3350584
2017-01-08,3352327
2017-01-09,3355674
2017-01-10,3357334
2017-01-11,3361024
2017-01-12,3364374
2017-01-13,3367176
2017-01-14,3369496
2017-01-15,3372249
2017-01-16,3373012
2017-01-17,3376002
2017-01-18,3380078
2017-01-19,3383360
2017-01-20,3387271
2017-01-21,3389454
2017-01-22,3391058
2017-01-23,3392931
2017-01-24,3396233
2017-01-25,3399498
2017-01-26,3403544
2017-01-27,3405489
2017-01-28,3407826
2017-01-29,3409642
2017-01-30,3413565
2017-01-31,3414370
2017-02-01,3419749
2017-02-03,3425178
2017-02-04,3425888
2017-02-05,3427631
2017-02-06,3431528
2017-02-07,3432792
2017-02-08,3436061
2017-02-09,3439067
2017-02-10,3441826
2017-02-11,3444075
2017-02-12,3445643
2017-02-13,3447386
2017-02-14,3450204
2017-02-15,3453152
2017-02-16,3456211
2017-02-17,3459144
2017-02-18,3461269
2017-02-19,3462718
2017-02-20,3464235
2017-02-21,3466989
2017-02-22,3469752
2017-02-23,3472485
2017-02-24,3474807
2017-02-25,3476823
2017-02-26,3478232
2017-02-27,3479647
2017-02-28,3483209
2017-03-01,3483448
2017-03-02,3485284
2017-03-03,3488661
2017-03-04,3488914
2017-03-05,3490046
2017-03-06,3491223
2017-03-07,3493063
2017-03-08,3495246
2017-03-09,3497606
2017-03-10,3500108
2017-03-11,3502365
2017-03-12,3503726
2017-03-13,3505054
2017-03-14,3507139
2017-03-15,3509371
2017-03-16,3511681
2017-03-17,3513926
2017-03-18,3515774
2017-03-19,3517219
2017-03-20,3518719
2017-03-21,3520953
2017-03-22,3523583
2017-03-23,3528278
2017-03-24,3528630
2017-03-25,3530719
2017-03-26,3532475
2017-03-27,3534096
2017-03-28,3536414
2017-03-29,3538933
2017-03-30,3541534
2017-03-31,3545766
2017-04-01,3546059
2017-04-02,3547360
2017-04-03,3548747
2017-04-04,3601744
2017-04-05,3604104
2017-04-06,3606317
2017-04-07,3608690
2017-04-08,3610798
2017-04-09,3612293
2017-04-10,3613676
2017-04-11,3615672
2017-04-12,3617778
2017-04-13,3619951
2017-04-14,3621808
2017-04-15,3623357
2017-04-16,3624515
2017-04-17,3625754
2017-04-18,3627745
2017-04-19,3629919
2017-04-20,3634008
2017-04-21,3634331
2017-04-22,3635982
2017-04-23,3637260
2017-04-24,3638625
2017-04-25,3640805
2017-04-26,3643078
2017-04-27,3645388
2017-04-28,3647473
2017-04-29,3649506
2017-04-30,3651689
2017-05-01,3652249
2017-05-02,3654362
2017-05-03,3656663
2017-05-04,3658762
2017-05-05,3660974
2017-05-06,3662534
2017-05-07,3663914
2017-05-08,3665449
2017-05-09,3667649
2017-05-10,3669986
2017-05-11,3672294
2017-05-12,3674488
2017-05-13,3676055
2017-05-14,3677630
2017-05-15,3679039
2017-05-16,3681336
2017-05-17,3683623
2017-05-18,3685947
2017-05-19,3688478
2017-05-20,3690463
2017-05-21,3692015
2017-05-22,3693830
2017-05-23,3696760
2017-05-24,3699519
2017-05-25,3702285
2017-05-26,3704662
2017-05-27,3706521
2017-05-28,3707884
2017-05-29,3709433
2017-05-30,3711754
2017-05-31,3714538
2017-06-01,3717475
2017-06-02,3720005
2017-06-03,3722168
2017-06-04,3723774
2017-06-05,3725702
2017-06-06,3728494
2017-06-07,3733313
2017-06-08,3734605
2017-06-09,3737614
2017-06-10,3741959
2017-06-11,3742668
2017-06-12,3745015
2017-06-13,3748069
2017-06-14,3750783
2017-06-15,3753411
2017-06-16,3755749
2017-06-17,3757655
2017-06-18,3759191
2017-06-19,3760851
2017-06-20,3763755
2017-06-21,3766550
2017-06-22,3769395
2017-06-23,3771975
2017-06-24,3775321
2017-06-25,3775749
2017-06-26,3777437
2017-06-27,3779755
2017-06-28,3782370
2017-06-29,3784683
2017-06-30,3786851
2017-07-01,3788722
2017-07-02,3789881
2017-07-03,3790951
2017-07-04,3792768
2017-07-05,3794499
2017-07-06,3796548
2017-07-07,3798381
2017-07-08,3799861
2017-07-09,3800895
2017-07-10,3802150
2017-07-11,3804177
2017-07-12,3806179
2017-07-13,3808227
2017-07-14,3810100
2017-07-15,3811707
2017-07-16,3812800
2017-07-17,3814095
2017-07-18,3815896
2017-07-19,3817866
2017-07-20,3820112
2017-07-21,3822215
2017-07-22,3823687
2017-07-23,3824844
2017-07-24,3826169
2017-07-25,3828174
2017-07-26,3830139
2017-07-27,3832138
2017-07-28,3834129
2017-07-29,3835645
2017-07-30,3836820
2017-07-31,3838278
2017-08-01,3840059
2017-08-02,3842028
2017-08-03,3844257
2017-08-04,3847049
2017-08-05,3847588
2017-08-06,3848758
2017-08-07,3849908
2017-08-08,3851501
2017-08-09,3853420
2017-08-10,3855385
2017-08-11,3857417
2017-08-12,3859861
2017-08-13,3860219
2017-08-14,3861477
2017-08-15,3863402
2017-08-16,3865342
2017-08-17,3867584
2017-08-18,3869499
2017-08-19,3871119
2017-08-20,3872423
2017-08-21,3873806
2017-08-22,3875712
2017-08-23,3877565
2017-08-24,3879722
2017-08-25,3881430
2017-08-26,3882867
2017-08-27,3883923
2017-08-28,3885089
2017-08-29,3886898
2017-08-30,3888799
2017-08-31,3890816
2017-09-01,3892796
2017-09-02,3894257
2017-09-03,3895404
2017-09-04,3896561
2017-09-05,3898388
2017-09-06,3900344
2017-09-08,3904508
2017-09-09,3906210
2017-09-10,3907639
2017-09-11,3909193
2017-09-12,3911327
2017-09-13,3913467
2017-09-14,3915760
2017-09-15,3917877
2017-09-16,3919619
2017-09-17,3921106
2017-09-18,3922760
2017-09-19,3924944
2017-09-20,3927160
2017-09-21,3929254
2017-09-22,3931451
2017-09-23,3933166
2017-09-24,3934419
2017-09-25,3935801
2017-09-26,3937870
2017-09-27,3940436
2017-09-28,3943125
2017-09-29,3947287
2017-09-30,3947733
2017-10-01,3949519
2017-10-02,3950768
2017-10-03,3952646
2017-10-04,3954842
2017-10-05,3956942
2017-10-06,3959080
2017-10-07,3963406
2017-10-08,3966299
2017-10-09,3969335
2017-10-10,3972533
2017-10-11,3976217
2017-10-12,3979867
2017-10-13,3986235
2017-10-14,3995373
2017-10-15,4005183
2017-10-16,4021287
2017-10-17,4033582
2017-10-18,4044577
2017-10-19,4057274
2017-10-20,4073452
2017-10-21,4075030
2017-10-22,4093117
2017-10-23,4095181
2017-10-24,4105781
2017-10-25,4115234
2017-10-26,4123976
2017-10-27,4131965
2017-10-28,4138830
2017-10-29,4144268
2017-10-30,4152946
2017-10-31,4162243
2017-11-01,4170319
2017-11-02,4178399
2017-11-03,4185878
2017-11-04,4192732
2017-11-05,4198739
2017-11-06,4205858
2017-11-07,4214115
2017-11-08,4224031
2017-11-09,4238289
2017-11-10,4254177
2017-11-11,4255573
2017-11-12,4258973
2017-11-13,4263689
2017-11-14,4269820
2017-11-15,4275961
